1.00000,177.00000,2051.94181,2051.94181,3588.99698,11.59289,5.67674,20.27682
2.00000,129.00000,1367.68650,1367.68650,3426.97187,10.60222,9.74267,26.56567
3.00000,310.00000,3335.98854,3335.98854,701.10661,10.76125,11.49529,2.26163
4.00000,278.00000,3255.14878,3255.14878,59.15802,11.70917,11.30477,0.21280
5.00000,76.00000,832.25208,832.25208,15.15596,10.95069,11.38583,0.19942
6.00000,182.00000,2146.22184,2146.22184,3143.84997,11.79243,15.85892,17.27390
7.00000,177.00000,1946.39113,1946.39113,50.11945,10.99656,16.91831,0.28316
8.00000,188.00000,2233.13636,2233.13636,40.14383,11.87838,16.99985,0.21353
9.00000,117.00000,1295.09389,1295.09389,22.83834,11.06918,16.84115,0.19520
10.00000,134.00000,1492.33460,1492.33460,30.68889,11.13683,17.20950,0.22902
11.00000,87.00000,987.06968,987.06968,1939.77828,11.34563,20.01298,22.29630
12.00000,78.00000,886.20394,886.20394,959.80314,11.36159,22.04180,12.30517
13.00000,136.00000,1528.48395,1528.48395,56.71023,11.23885,22.58191,0.41699
14.00000,177.00000,2029.16587,2029.16587,40.80848,11.46421,22.41915,0.23056
15.00000,147.00000,1704.93650,1704.93650,32.30767,11.59821,22.70381,0.21978
16.00000,178.00000,2068.44212,2068.44212,42.32909,11.62046,22.70598,0.23780
17.00000,165.00000,1914.97604,1914.97604,2456.90414,11.60592,26.47758,14.89033
18.00000,180.00000,2144.53670,2144.53670,49.41410,11.91409,27.89021,0.27452
19.00000,179.00000,2025.74832,2025.74832,40.97926,11.31703,28.03550,0.22893
20.00000,108.00000,1129.35272,1129.35272,26.88726,10.45697,27.77768,0.24896
21.00000,177.00000,2069.37130,2069.37130,43.77421,11.69136,27.58784,0.24731
22.00000,186.00000,2085.43912,2085.43912,2125.48152,11.21204,31.95095,11.42732
23.00000,222.00000,2578.88970,2578.88970,63.05687,11.61662,33.43634,0.28404
24.00000,87.00000,949.08564,949.08564,21.03929,10.90903,33.49378,0.24183
25.00000,240.00000,2742.36280,2742.36280,65.85289,11.42651,33.03136,0.27439
26.00000,66.00000,730.64034,730.64034,15.71382,11.07031,31.99824,0.23809
27.00000,180.00000,2064.35344,2064.35344,1609.58946,11.46863,37.35400,8.94216
28.00000,97.00000,1082.65389,1082.65389,29.14622,11.16138,37.88774,0.30048
29.00000,160.00000,1873.03631,1873.03631,46.02922,11.70648,38.25804,0.28768
30.00000,177.00000,2055.45665,2055.45665,49.24388,11.61275,38.84931,0.27821
31.00000,284.00000,3324.19200,3324.19200,1441.23311,11.70490,39.33257,5.07476
32.00000,284.00000,3246.93022,3246.93022,129.94816,11.43285,43.33023,0.45756
33.00000,365.00000,4160.46426,4160.46426,97.45956,11.39853,43.11471,0.26701
34.00000,110.00000,1188.38475,1188.38475,847.97047,10.80350,43.53276,7.70882
35.00000,42.00000,475.48830,475.48830,234.35080,11.32115,50.62741,5.57978
36.00000,176.00000,1942.27269,1942.27269,71.40209,11.03564,48.30675,0.40569
37.00000,278.00000,3256.02620,3256.02620,75.36151,11.71232,47.86631,0.27108
38.00000,178.00000,2119.98908,2119.98908,45.34468,11.91005,48.63884,0.25475
39.00000,158.00000,1803.85016,1803.85016,1077.54839,11.41677,49.32622,6.81993
40.00000,277.00000,3183.22664,3183.22664,113.86152,11.49179,53.87350,0.41105
41.00000,53.00000,598.49827,598.49827,13.50623,11.29242,52.24418,0.25483
42.00000,282.00000,3237.32249,3237.32249,70.31109,11.47987,52.78447,0.24933
43.00000,146.00000,1657.45453,1657.45453,697.70838,11.35243,54.36455,4.77882
44.00000,103.00000,1116.87722,1116.87722,424.88252,10.84347,58.93903,4.12507
45.00000,85.00000,984.83072,984.83072,28.61144,11.58624,57.60459,0.33661
46.00000,178.00000,2062.23882,2062.23882,49.97048,11.58561,57.58335,0.28073
47.00000,104.00000,1220.67806,1220.67806,24.96092,11.73729,58.21132,0.24001
48.00000,180.00000,2143.13200,2143.13200,46.03038,11.90629,58.11629,0.25572
49.00000,86.00000,989.84003,989.84003,20.85017,11.50977,59.42033,0.24244
50.00000,136.00000,1534.96443,1534.96443,984.64590,11.28650,61.53386,7.24004
51.00000,178.00000,1986.62225,1986.62225,78.23553,11.16080,62.71715,0.43953
52.00000,244.00000,2840.91932,2840.91932,70.04203,11.64311,63.29552,0.28706
53.00000,62.00000,711.01976,711.01976,17.76227,11.46806,65.30799,0.28649
54.00000,136.00000,1587.87208,1587.87208,40.23366,11.67553,63.14502,0.29584
55.00000,85.00000,996.49608,996.49608,22.76748,11.72348,62.33291,0.26785
56.00000,44.00000,479.45242,479.45242,846.12739,10.89665,67.33967,19.23017
57.00000,111.00000,1266.43706,1266.43706,92.47233,11.40934,68.87348,0.83308
58.00000,129.00000,1459.89412,1459.89412,48.99354,11.31701,67.62749,0.37979
59.00000,85.00000,990.99516,990.99516,26.48040,11.65877,67.30480,0.31153
60.00000,96.00000,1092.14535,1092.14535,30.27879,11.37651,68.02161,0.31540
61.00000,63.00000,741.88650,741.88650,19.57022,11.77598,69.15104,0.31064
62.00000,44.00000,507.52885,507.52885,13.95974,11.53475,67.99386,0.31727
63.00000,81.00000,955.64121,955.64121,24.41328,11.79804,67.18177,0.30140
64.00000,86.00000,1011.27773,1011.27773,26.09613,11.75904,69.58089,0.30344
65.00000,104.00000,1162.78306,1162.78306,822.17802,11.18061,69.81423,7.90556
66.00000,217.00000,2499.87429,2499.87429,140.78132,11.52016,72.81485,0.64876
67.00000,179.00000,2122.17257,2122.17257,67.66621,11.85571,73.53457,0.37802
